Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBGN0038542	4.2032869717885	-1.00721286808291	1.90044969710419	-0.529986597181524	0.596121223471839	NA
FBGN0039592	3.8326146741817	2.48286761338582	1.93046490624708	1.28615009024569	0.198390685552505	NA
FBGN0038067	1.83730123694049	0.643551470336704	2.06881171035542	0.311073002494819	0.75574512455094	NA
FBGN0039602	372.737229637818	-0.268578535580238	0.229940922022212	-1.16803278519643	0.2427935406091	0.427787696341759
FBGN0264897	0.445849735188339	0.0546874206671957	3.78495634753485	0.014448626521892	0.988472065075449	NA
FBGN0038565	2.98015842578018	0.397691358360258	2.76858371672371	0.143644331922488	0.885781331838223	NA
FBGN0039331	1.65882214022592	0.0509882203558809	2.36992212888429	0.0215147239373157	0.982835058178313	NA
FBGN0019972	837.962656561945	0.692835068087248	0.139266721998157	4.97487883786348	6.52884631969379e-07	1.03415953063902e-05
FBGN0046873	0.330357464621898	0.548494741924582	3.34523691917323	0.163962898645798	0.86976035106665	NA
FBGN0038756	2.39844303455349	2.96707456898536	2.23250859982504	1.32903164145387	0.183837531019077	NA
FBGN0039627	246.416398062226	0.886664929536382	0.234224447856716	3.78553535999278	0.000153378021927625	0.00127530151956635
FBGN0039436	2.81409735271076	-0.0503220668844443	2.22031830376188	-0.0226643480798153	0.981918014636666	NA
FBGN0051092	1898.2660973695	-0.604692993079914	0.105154830088464	-5.75050135663006	8.89791897598977e-09	2.12004758570781e-07
FBGN0039089	6.07446100026924	4.08592611011308	1.91091511560672	2.13820387768286	0.0325001998065807	NA
FBGN0064119	3.8426935887458	0.0248662481889807	2.05895297226552	0.0120771326610825	0.990364076556219	NA
FBGN0250820	312.472414550211	0.422890790531793	0.233907006836903	1.80794408962132	0.0706152027928088	0.180446817992925
FBGN0284229	0.207157286272015	4.21731451493725	6.12970513474072	0.688012624136714	0.491444831598879	NA
FBGN0038886	3.37521918322887	-0.160405474060812	2.12904958762112	-0.0753413518376716	0.939943120949482	NA
FBGN0038243	9.02935668080969	2.05352989599898	1.44100779791267	1.42506508221091	0.154138388990034	0.313347931661423
FBGN0283468	1056.38591586392	-0.132838322191177	0.155181083864518	-0.856021358293595	0.391985965606517	0.58763352545806
FBGN0038598	11.7730904618293	0.073605950125649	1.72706433810489	0.0426191129662355	0.96600515938843	0.98324147704727
FBGN0038407	23.4418624441428	4.93609996980214	1.33527259599396	3.69669832557882	0.000218421637144785	0.00174286533353991
FBGN0038627	79.9263547650572	-0.153711496150442	0.419582896621851	-0.366343569740342	0.714108721937492	0.842937661504344
FBGN0027654	12.325803528822	-1.59898159364389	1.42655328650243	-1.12087056878486	0.262342960238057	0.450441909524608
FBGN0037236	628.536262524846	0.491411513345351	0.167458931321555	2.934519583203	0.0033406447219549	0.0171281036798965
FBGN0003890	429.544749835704	0.546351623263957	0.28979478816708	1.88530520759041	0.0593886434853306	0.158158986063313
