Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBGN0038542	4.33286459105653	0.457609862122407	2.12220122082785	0.215629817583414	0.829276311451769	0.930100180342775
FBGN0039592	3.10599626085995	2.12262607062703	2.17513425376606	0.975859796677783	0.329133947376521	NA
FBGN0038067	1.01576515902891	-0.678154222135846	2.51805355468122	-0.269316838347268	0.787685875596868	NA
FBGN0039602	384.865920661293	-0.174349088629648	0.301213536544325	-0.578822222367127	0.562709134946464	0.806069424101775
FBGN0264897	0.339851401913706	-0.569370981600449	6.02608153437935	-0.0944844470411055	0.92472433663507	NA
FBGN0038565	2.23076748950109	-0.189301801335294	3.35672867575199	-0.0563947282074819	0.955027356554728	NA
FBGN0039331	1.68656237130511	0.159343401404826	2.29421583933784	0.0694544073284821	0.94462792265054	NA
FBGN0019972	892.973483635668	0.261336397715858	0.157347925988209	1.6608823794439	0.0967370718097094	0.320816466910767
FBGN0046873	0.220528322859661	-0.298834103608937	3.84733460179802	-0.0776730215950752	0.938088154902571	NA
FBGN0038756	2.25508643938011	2.18418604245622	3.15303393506396	0.692725193397548	0.488482025582285	NA
FBGN0039627	253.071879224508	-0.645767397808292	0.268202158233677	-2.40776361406328	0.0160505698092557	0.105682764572875
FBGN0039436	1.91398107718359	-1.05863854919712	3.59280844913641	-0.294654881879824	0.768257532687026	NA
FBGN0051092	2346.89025751699	-0.151532215937845	0.116542450531158	-1.30023193477756	0.1935214884823	0.471110304139854
FBGN0039089	4.48665696220044	2.25286320459735	1.94174691073878	1.16022494596899	0.245957232925014	0.536861570461143
FBGN0064119	2.87261739415051	-0.655081947501588	2.43462948309435	-0.269068436101001	0.787877019334862	NA
FBGN0250820	331.632611206115	-0.480140584954439	0.240253140763364	-1.99847786975385	0.0456648768343421	0.203895825865188
FBGN0284229	0.0428424227855627	2.04244592970118	6.16409975512894	0.331345372534202	0.740383622748394	NA
FBGN0038886	2.26191879112154	-1.27499510995291	2.53207776535217	-0.503537105929121	0.614586698996668	NA
FBGN0038243	8.6205587484786	0.685783477512733	1.43903145217117	0.476559060942025	0.633676141411526	0.843839616967648
FBGN0283468	1082.32376328834	0.138342942393871	0.175774795389118	0.787046527846142	0.431254629691666	0.716054423857512
FBGN0038598	8.98746117618496	-0.972775296295138	1.76900157386432	-0.549900752304107	0.582387448209396	0.81743858579402
FBGN0038407	28.2960199304452	0.958238719285339	0.955221483566432	1.00315867656959	0.315784307542201	0.611397569477525
