Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBGN0029937	290.832034366084	0.417448064399475	0.35659909568459	1.17063691257564	0.24174475346398	0.429906906933366
FBGN0052650	0.89993174217625	-0.020585940002824	2.91499438488689	-0.00706208564570622	0.994365317732731	NA
FBGN0264954	5.13486020776884	0.25846234598942	1.9133583426538	0.135083084139344	0.892546184485444	0.944720397616581
FBGN0085357	5.32634561339946	1.04155058258329	1.82024798099953	0.5722025753938	0.567184742939551	0.740205562912301
FBGN0029931	0.793972536773455	0.387022745098386	3.38722198335663	0.114259634296202	0.909031980046266	NA
FBGN0027498	265.184883252152	0.0604948387706572	0.244308505176028	0.247616589226272	0.804431074039535	0.893972256582948
FBGN0011822	0.543369500541805	-0.151912214212947	4.96052415814259	-0.0306242262651994	0.975569221442868	NA
FBGN0029966	2.80549093382474	0.782641453688708	2.45955934384339	0.318203931792809	0.750330250515086	NA
FBGN0031119	360.39448044534	0.0655718236949083	0.251808601298681	0.260403430846791	0.794552596788735	0.887951762277627
FBGN0030629	135.225942369797	-1.07823262675275	0.487741517778835	-2.21066402479535	0.027059111526345	0.0893028704745419
FBGN0024980	1.7253080612194	-0.67923329860951	2.20307783493749	-0.308311076366842	0.757845638577097	NA
FBGN0030167	3.31063012103042	-1.60596457265218	1.9145401041304	-0.838825245387912	0.401567381831663	NA
FBGN0000524	1078.85850382994	0.749359921001777	0.181024242119214	4.1395556320478	3.479792096222e-05	0.00040568539895254
FBGN0030638	86.9543766780545	0.807088222802104	0.385406698320438	2.0941209022036	0.0362492115257171	0.110573397343818
FBGN0030841	25.0604118385207	0.992329316624695	0.732786657783409	1.35418584124658	0.175677095010424	0.343427521515656
FBGN0052783	223.680596581938	-0.423204952198261	1.67648659935072	-0.252435630778177	0.800704362304337	0.892065678132389
FBGN0000927	0.9564091488561	-0.600265102027115	2.53161039956791	-0.237108009245643	0.812572999041878	NA
FBGN0030304	5.00328094781455	-2.58154058122273	1.79049908385117	-1.44179944268394	0.149358960161518	0.307198638190645
FBGN0000137	13.9958114484343	3.81736128002912	1.36396220248877	2.79872951982372	0.00513040932069936	0.0247487119742696
FBGN0029737	226.662722490275	0.46659734112552	0.274778663488375	1.69808432431385	0.0894918477376314	0.213693043239179
FBGN0052797	1.21456463689984	1.11120038548177	2.55045045655546	0.435687892946768	0.663063191063177	NA
FBGN0030893	62.5685124809216	-1.62667960567122	1.58356847444928	-1.02722403983	0.304314980750627	0.501538224644744
FBGN0030968	50.4018012472569	-3.11904507246819	0.816354916289473	-3.82069735874807	0.000133074867418374	0.00127661420185598
FBGN0265535	32.9541544409909	-0.685311312185119	1.70601892772622	-0.401702056786967	0.687903310655068	0.822526258782519
FBGN0022786	480.426334830937	-0.0956290608337539	0.215473142332169	-0.443809654413142	0.657180207755943	0.807071013216429
FBGN0261954	3839.39114400511	-0.346614785955576	0.128759291357647	-2.69195940969264	0.00710335899808527	0.0321671312917668
FBGN0040351	2.94601240648459	-2.21123868893964	1.99299882427007	-1.1095032581113	0.267213139688936	NA
FBGN0015558	31.5606604855472	-2.49703461392532	1.0597671613142	-2.35621059519224	0.0184624475258697	0.0668653571941975
FBGN0030734	1367.06137711735	0.398089648641785	0.134389550809452	2.96220685495278	0.00305442505281741	0.0164761991037164
FBGN0014026	13952.8039978282	-0.0551143992260271	0.136225133994387	-0.404583189679947	0.685783917176406	0.822252180267502
FBGN0031170	132.594722437509	-1.02142929458902	0.381598064350473	-2.67671508325813	0.00743478288593636	0.0334242994440547
FBGN0044046	0.333567060124146	-1.1011362704887	4.1351701179171	-0.266285603515473	0.790019259695586	NA
FBGN0010292	839.278891498067	-0.178394533287219	0.149539795448324	-1.19295691660128	0.232886246603893	0.418583801402272
FBGN0029712	5.17333768140978	3.19291058835556	1.82490356238301	1.74963250342181	0.0801817473605969	0.197538475711177
FBGN0030157	27.7623324825313	-3.40032635118536	1.39100703944995	-2.44450693256732	0.0145050293070351	0.055792118940902
FBGN0029770	1.21850546679837	2.85700014288663	3.25059329943014	0.878916517605415	0.379446542036275	NA
FBGN0069973	0.800669246054135	1.41931002230174	3.20766569285893	0.442474421652318	0.658145935603331	NA
FBGN0030886	1.99291547421062	-0.428978974661383	2.11238453454733	-0.203078070136179	0.839074012080798	NA
FBGN0085362	6.72129239331071	0.0804220977933223	1.88140943448351	0.0427456652014717	0.965904277248585	0.980642871124857
FBGN0030360	231.123448703134	-0.0319693838345267	0.313112047876808	-0.102102055961465	0.918675669123779	0.958068053950739
FBGN0003423	1064.84586672659	-0.320158700428191	0.145304179832213	-2.20336882805359	0.027568763408073	0.090557995366803
FBGN0026313	326.636117654991	0.878668561421553	0.299626067134811	2.93255046139298	0.00336190284223537	0.0177529053148653
FBGN0029685	209.279264559529	-0.194653999541594	0.347451881155164	-0.560232970661815	0.575320540738676	0.746290326832024
FBGN0029825	275.894795678837	-0.912166061774594	0.53344760083127	-1.70994500744435	0.0872760426542903	0.209422034344337
FBGN0265416	4.0932799221263	-0.328999607370219	1.97982127365996	-0.166176417915754	0.86801811718206	0.931109739065467
FBGN0030375	0.488058804207301	-1.99230337643001	3.00932658451238	-0.66204292571085	0.507943711859945	NA
FBGN0030855	769.011304572528	-0.525623243813125	0.162538566824398	-3.2338370768397	0.00122139109800722	0.0079784418498859
FBGN0030607	42.6225303914971	0.95011284679924	0.685878640097243	1.38524921357011	0.165976277092074	0.329652243307606
FBGN0030816	44.0478452042776	0.289911850218102	0.542510353942517	0.534389524755173	0.593072064884404	0.760535741076866
FBGN0029935	66.9187328235007	-0.224642693580229	0.592497967065204	-0.379145087523156	0.704580126331646	0.833841173520427
FBGN0015794	262.693949437473	0.933334872310513	0.258534781116604	3.61009403949236	0.000306086013049033	0.00255483083472379
FBGN0030025	268.363620486188	-0.494068713762019	0.235254278526643	-2.10014762263321	0.0357158571898302	0.109582743650615
FBGN0027342	520.521711853626	0.515639727948023	0.185106606180814	2.78563655067146	0.00534227337137657	0.0256644025035445
FBGN0030364	555.436947245439	-0.0205903755570803	0.214062177668122	-0.0961887605805978	0.923370657180379	0.960383840066461
FBGN0029874	124.423689622097	-0.081441287709168	0.385507049549377	-0.2112575834978	0.832686279398119	0.911489507473746
FBGN0030479	562.165100213146	0.224838856474357	0.224580081901985	1.00115225967584	0.316753202910752	0.513855117574653
FBGN0004828	5403.55281034813	0.905644863018299	0.228573768104032	3.96215572123791	7.4276067706211e-05	0.000775651985071026
FBGN0053669	0.985113876850082	1.0842033896834	2.35879382175429	0.459643136116512	0.645772391486871	NA
FBGN0260855	250.993150081902	0.793952480598304	0.29084572710163	2.72980623958375	0.00633715598574817	0.0293538577858002
FBGN0004403	5050.06651527942	0.740198762138066	0.350840062859555	2.1097897318368	0.0348764713071893	0.107752680008779
FBGN0284408	6155.91672447145	-0.505466583849841	0.134345038699428	-3.76245069221147	0.000168256487983842	0.0015380855599308
FBGN0028474	1839.36666294183	-1.28058046725489	0.232507026995154	-5.50770651452861	3.63538818943715e-08	1.01085495476439e-06
FBGN0053239	0.0122432631550822	0.457483511008281	6.23277661008454	0.0733996322390376	0.941488110238417	NA
FBGN0262976	8.97117444403083	3.04304574219094	1.58148772972072	1.92416652055108	0.0543337141679129	0.149342174341489
FBGN0259168	1285.04342293091	0.305773165145625	0.119724644410492	2.55397012579332	0.0106502393878436	0.0441508588775093
FBGN0259196	1.37525387760447	0.538793474455747	2.6627802967472	0.202342444517081	0.839649020234548	NA
FBGN0030245	692.108710503139	0.134244753352414	0.154729225870591	0.867610838205128	0.385607411157065	0.581595374826434
FBGN0259231	2.54184301248847	-1.84389268728428	2.15235063540097	-0.856687872764175	0.39161740731711	NA
FBGN0052549	488.410715396295	0.81483419071081	0.198239144132807	4.11035970859987	3.95043236128302e-05	0.000451512606691428
FBGN0026428	810.844690377502	-0.417298850538895	0.147552243214459	-2.82814304579818	0.00468188811240845	0.0231117052289797
FBGN0026079	1158.09830801562	-0.0213626867110298	0.146791527405	-0.145530788381879	0.884291808888152	0.94010280781028
FBGN0030868	0.382109605672603	-0.864550227744926	5.17800445048058	-0.166965910518807	0.86739687182103	NA
FBGN0264503	7.06481530896421	-1.13244056683309	1.77930891454928	-0.636449667381088	0.524483377147975	0.70649075191547
FBGN0021767	3.11356956419761	-2.00261343307001	2.12628904652791	-0.941834994795345	0.346277125533556	NA
